Name,Company,State,City,Salary,Location,Url
Lead Software Engineer, KLARNA  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2014&ao=124245&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_97fc0d9d&cb=1535036595678&jobListingId=2796288970
Big Data DevOps, Kindred plc  New,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2015&ao=237565&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_741f6b6c&cb=1535036595680&jobListingId=2493623762
Software Engineer (Marine 3D), AVEVA  ,Sweden,Malmö,,Malmö,https://www.glassdoor.com/partner/jobListing.htm?pos=2016&ao=4470&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_62759e3d&cb=1535036595681&jobListingId=2860443362
Gameplay Programmer [Avatar Project], EdgeCast Networks  New,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2017&ao=4120&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_65d2b50b&cb=1535036595683&jobListingId=2908113847
SW Engineer, Bombardier  New,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2018&ao=215489&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d94c74b5&cb=1535036595684&jobListingId=2908091977
Software developer - IoT, AB ÅF  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2019&ao=4120&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5fc0997e&cb=1535036595685&jobListingId=2669486174
Lead Gameplay Programmer [Avatar Project], EdgeCast Networks  New,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2020&ao=4120&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d1c04c79&cb=1535036595688&jobListingId=2908113850
Senior Software Development Engineer to Fintech, Creditive  ,Sweden,Malmö,,Malmö,https://www.glassdoor.com/partner/jobListing.htm?pos=2021&ao=124245&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_92fc3421&cb=1535036595689&jobListingId=2807296306
Software Project Manager to DeLaval, Enhunt  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2022&ao=124245&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_3348b0fa&cb=1535036595690&jobListingId=2807292253
Automation Software Engineering Manager, Northvolt  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2023&ao=124245&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_741a6f14&cb=1535036595691&jobListingId=2807299187
Software Emgineer: OPC-UA, Swedium Global Services  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2024&ao=124245&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_8cf0f485&cb=1535036595692&jobListingId=2799358215
Senior Full-stack Developer, Mynewsdesk  New,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2025&ao=124245&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ee275c8d&cb=1535036595694&jobListingId=2795475447
Senior iOS Developer, Kindred plc  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2026&ao=237565&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_730606b0&cb=1535036595695&jobListingId=2684215748
Senior Software Engineer (Cloud Services), Accedo  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2027&ao=237565&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b09fd3e9&cb=1535036595697&jobListingId=2670163668
Sales & Business Developer till Stockholms gladaste IT-konsultbolag!, First Reserve  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2028&ao=124245&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0a49196e&cb=1535036595699&jobListingId=2795474334
EBITool Software Engineer - TRCS-SEST, BOMBARDIER TRANSPORTATION SWEDEN  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2029&ao=124245&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_0c8e5c0d&cb=1535036595701&jobListingId=2821109436
Software Engineering Transformation Champion, MUSIC Group  ,Sweden,Kungsbacka,,Kungsbacka,https://www.glassdoor.com/partner/jobListing.htm?pos=2030&ao=4127&s=58&guid=00000165674f9cfbb2343d5fa13dfe23&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_66ce5ab0&cb=1535036595703&jobListingId=2838181722
Software developer C# .Net, Cybercom Group  ,Sweden,Linköping,,Linköping,https://www.glassdoor.com/partner/jobListing.htm?pos=2101&ao=124245&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_110278c0&cb=1535036597402&jobListingId=2802647978
"Accountant, General Ledger, Emea", Spotify  New,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2102&ao=186496&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_91621651&cb=1535036597404&jobListingId=2907993404
Senior Business Analyst, Seavus  New,Sweden,Malmö,,Malmö,https://www.glassdoor.com/partner/jobListing.htm?pos=2103&ao=124245&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b559b816&cb=1535036597405&jobListingId=2795476978
Front End Developer, Bannerflow  New,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2104&ao=237565&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_51d473ee&cb=1535036597407&jobListingId=2681917607
Software tester for complete vehicle testing, Scania  ,Sweden,Södertälje,,Södertälje,https://www.glassdoor.com/partner/jobListing.htm?pos=2105&ao=4120&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9fb717ad&cb=1535036597408&jobListingId=2837863701
Senior Software Developer/Lead developer, Verisure Securitas Direct  ,Sweden,Malmö,,Malmö,https://www.glassdoor.com/partner/jobListing.htm?pos=2106&ao=124245&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_45ec2946&cb=1535036597409&jobListingId=2802651837
Integration and Verification Engineer, u-blox  New,Sweden,Malmö,,Malmö,https://www.glassdoor.com/partner/jobListing.htm?pos=2107&ao=4470&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_eef1cfc9&cb=1535036597411&jobListingId=2907638462
Product Manager Software products, Xylem  ,Sweden,Sundbyberg,,Sundbyberg,https://www.glassdoor.com/partner/jobListing.htm?pos=2108&ao=37049&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c77bf4fe&cb=1535036597412&jobListingId=2803578511
Software architect Android – On-board Telematics, Nova Bus  ,Sweden,Gothenburg,,Gothenburg,https://www.glassdoor.com/partner/jobListing.htm?pos=2109&ao=4465&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e24383e7&cb=1535036597414&jobListingId=2707612054
Senior Software Developer to Back-Office Platform, Play’n GO  ,Sweden,Växjö,,Växjö,https://www.glassdoor.com/partner/jobListing.htm?pos=2110&ao=4120&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_aa7adb80&cb=1535036597416&jobListingId=2830781977
Internship: Software Developer, EMG - Educations Media Group  New,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2111&ao=186496&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0ed2e576&cb=1535036597418&jobListingId=2906893729
FULL STACK JAVA DEVELOPER, Amaris  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2112&ao=124245&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_2c109827&cb=1535036597420&jobListingId=2795474082
Project Manager - Software, AB ÅF  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2113&ao=4120&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a7b99ebb&cb=1535036597421&jobListingId=2838089444
Embedded Software Developer IT Automotive, MCA Engineering  ,Sweden,Gothenburg,,Gothenburg,https://www.glassdoor.com/partner/jobListing.htm?pos=2114&ao=4120&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8c13df23&cb=1535036597423&jobListingId=2667921028
Software Engineer (Back End), Volvo Car Corporation(Prd)  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2115&ao=124245&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5d444c10&cb=1535036597424&jobListingId=2821120357
Software Defined Network Developer, Saab Group  ,Sweden,Jarfalla,,Jarfalla,https://www.glassdoor.com/partner/jobListing.htm?pos=2116&ao=4120&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_fe48a763&cb=1535036597425&jobListingId=2830456988
Technical QA Analyst (6 month contract), Electronic Arts  New,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2117&ao=37049&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_cdf5e311&cb=1535036597427&jobListingId=2795788525
Head of Technical Sales, Net Insight  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2118&ao=4120&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_87c4b3cf&cb=1535036597428&jobListingId=2828657134
Embedded Software Developer, Semcon Sweden  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2119&ao=124245&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3fc24ab7&cb=1535036597429&jobListingId=2821118225
Senior Software Engineer- Frostbite Network Team, Electronic Arts  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2120&ao=37049&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_88294b36&cb=1535036597432&jobListingId=2894150686
Senior Solutions Consultant NORDICS, Mirakl  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2121&ao=14295&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_0effb77a&cb=1535036597433&jobListingId=2791605096
DevOps Engineer, Giesecke & Devrient  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2122&ao=4120&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_08abc643&cb=1535036597436&jobListingId=2829389133
Senior Software Developer Design Automation/CAD – R&D, Tacton  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2123&ao=124245&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_972b95ba&cb=1535036597438&jobListingId=2816388480
TCMS Software Engineer, Bombardier  ,Sweden,Västerås,,Västerås,https://www.glassdoor.com/partner/jobListing.htm?pos=2124&ao=215489&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_dc73c73d&cb=1535036597445&jobListingId=2881667481
Embedded Software Engineer - TRCS-SEST, BOMBARDIER TRANSPORTATION SWEDEN  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2125&ao=124245&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_798b626b&cb=1535036597538&jobListingId=2799367588
Yanzi is hiring a Software Engineer - Java, Ants  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2126&ao=124245&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2b4a6bf5&cb=1535036597540&jobListingId=2761492369
Experienced Software Tester (Python), Talangjägarna  New,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2127&ao=124245&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_00edf40c&cb=1535036597542&jobListingId=2793886512
Projektledare Software / Mjukvara, ÅF  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2128&ao=124245&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_4d2c9f63&cb=1535036597543&jobListingId=2802646297
Django/Python Senior Software Engineer, Load Impact  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2129&ao=4341&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_20eebf4d&cb=1535036597544&jobListingId=2900009810
Software Developers for Active Safety, K TWO TECHNOLOGY CONSULTING  ,Sweden,Sweden,,Sweden,https://www.glassdoor.com/partner/jobListing.htm?pos=2130&ao=124245&s=58&guid=00000165674fa2a4bb18b0e7f4ab121b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_83ec1073&cb=1535036597546&jobListingId=2738858974
Strategy Consultant, Computer Futures Solutions  New,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2201&ao=4120&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_02c1acb8&cb=1535036598630&jobListingId=2857619741
Project Leader, GE Healthcare  New,Sweden,Uppsala,,Uppsala,https://www.glassdoor.com/partner/jobListing.htm?pos=2202&ao=133822&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_1a3c8cb6&cb=1535036598631&jobListingId=2828486815
Junior Product Manager Software & Cloud, Ingram Micro Cloud  ,Sweden,Bromma,,Bromma,https://www.glassdoor.com/partner/jobListing.htm?pos=2203&ao=4128&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_84dd17f4&cb=1535036598632&jobListingId=2850364256
"Site Facility Management Manager - IKEA Services AB, Hubhult", IKEA  New,Sweden,Malmö,,Malmö,https://www.glassdoor.com/partner/jobListing.htm?pos=2204&ao=134645&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ec8b97b8&cb=1535036598634&jobListingId=2907669261
Toyota söker Programmerare inom Application Software, Toyota Industries  ,Sweden,Mjölby,,Mjölby,https://www.glassdoor.com/partner/jobListing.htm?pos=2205&ao=193205&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_22dfb130&cb=1535036598634&jobListingId=2896832646
Software Engineer - Backend,  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2206&ao=124245&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_fe5f41af&cb=1535036598635&jobListingId=2690407935
"Recruiter- University Relations, Europe", Electronic Arts  New,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2207&ao=37049&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_55810285&cb=1535036598637&jobListingId=2857280831
Additive Design Engineer, GE Healthcare  New,Sweden,Uppsala,,Uppsala,https://www.glassdoor.com/partner/jobListing.htm?pos=2208&ao=133822&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ddee657e&cb=1535036598638&jobListingId=2908572162
Application Engineer, Cascade Systems Technology  ,Sweden,Gothenburg,,Gothenburg,https://www.glassdoor.com/partner/jobListing.htm?pos=2209&ao=4120&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_42ab297b&cb=1535036598639&jobListingId=2791021121
Director Internal Communications, Elekta  We're Hiring,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2210&ao=355562&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ffdc4061&cb=1535036598640&jobListingId=2759183957
System Architect, Elekta  We're Hiring,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2211&ao=355562&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5878d85c&cb=1535036598641&jobListingId=2766273494
Oracle Developer, Next Ventures Ltd  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2212&ao=70759&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_519d3f43&cb=1535036598642&jobListingId=2900691101
Cloud Software Developer, ESAB  ,Sweden,Gothenburg,,Gothenburg,https://www.glassdoor.com/partner/jobListing.htm?pos=2213&ao=124245&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7ec72318&cb=1535036598643&jobListingId=2799359243
Support and Software Development Engineer, Teligent Telecom  ,Sweden,Linköping,,Linköping,https://www.glassdoor.com/partner/jobListing.htm?pos=2214&ao=124245&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_5e02d343&cb=1535036598644&jobListingId=2804212245
Technology Specialist, Ericsson  New,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2215&ao=186496&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_85616152&cb=1535036598645&jobListingId=2908034549
Software Engineer – Scania Connected Services and Solutions, Scania  ,Sweden,Södertälje,,Södertälje,https://www.glassdoor.com/partner/jobListing.htm?pos=2216&ao=4120&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5fd98887&cb=1535036598646&jobListingId=2846228553
System Engineer, Giesecke & Devrient  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2217&ao=4120&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_643622c1&cb=1535036598647&jobListingId=2795882152
.NET Developer, Gazelle Global Consulting  New,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2218&ao=70759&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_1cb48c95&cb=1535036598648&jobListingId=2905437964
Investor Relations Manager, Elekta  We're Hiring,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2219&ao=355562&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5257e7e7&cb=1535036598649&jobListingId=2759183942
SOFTWARE DEVELOPMENT ENGINEER (JAVA), GEMALTO  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2220&ao=124245&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_cb06934e&cb=1535036598649&jobListingId=2811567448
Backend Software Engineer (Elixir), SNOWMEN SOLUTIONS AB  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2221&ao=124245&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_f47efd63&cb=1535036598651&jobListingId=2799360353
Software Engineer (Marine 3D) - Malmö, AVEVA  ,Sweden,Malmö,,Malmö,https://www.glassdoor.com/partner/jobListing.htm?pos=2222&ao=4470&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6676e537&cb=1535036598652&jobListingId=2730301923
Talented Cloud Software Engineer to CLX in Lund!, Ants  ,Sweden,Malmö,,Malmö,https://www.glassdoor.com/partner/jobListing.htm?pos=2223&ao=124245&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_19b0e8e8&cb=1535036598654&jobListingId=2818500982
SOFTWARE DEVELOPER TO ATLAS COPCO, Academic Work  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2224&ao=124245&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7f8fb47d&cb=1535036598655&jobListingId=2804532372
"Business Development Representative, NORDICS", Mirakl  ,Sweden,Stockholm,,Stockholm,https://www.glassdoor.com/partner/jobListing.htm?pos=2225&ao=14295&s=58&guid=00000165674fa8a7b175db2d58aee5e6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_99fabc32&cb=1535036598657&jobListingId=2683501208
